EVENT_DATE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ACTOR2,LOCATION,LATITUDE,LONGITUDE,SOURCE_SCALE,FATALITIES
23-February-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Olinda,-7.993,-34.866,National,1
19-December-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Santiago,-29.189,-54.867,International,2
22-June-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Penedo,-10.29,-36.586,Subnational,1
03-October-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Manaus,-3.102,-60.025,Subnational,1
11-January-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Governador Valadares,-18.856,-41.955,National,1
06-May-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Cuiaba,-15.596,-56.097,National,1
15-November-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - West Zone,-22.915,-43.488,New media,0
02-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Carapicuiba,-23.523,-46.835,New media,0
23-April-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Rio Branco,-9.975,-67.81,Subnational,1
08-February-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Araras,-22.357,-47.384,National,0
14-March-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Teresina,-5.089,-42.802,National,1
22-November-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - Central Zone,-22.906,-43.182,New media,0
11-February-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Aracaju,-10.911,-37.072,National,1
29-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Belford Roxo,-22.764,-43.399,New media,0
03-August-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Rio de Janeiro - North Zone,-22.857,-43.301,National,2
24-September-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Sao Paulo - East Zone,-23.549,-46.537,New media,0
16-July-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Rio Branco,-9.975,-67.81,Subnational,0
27-August-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Manaus,-3.102,-60.025,Subnational,1
29-June-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Belem,-1.444,-48.473,National,1
01-October-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Marica,-22.917,-42.818,Subnational,3
23-November-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Aracaju,-10.911,-37.072,Subnational,1
06-August-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Aparecida de Goiania,-16.82,-49.247,National,1
19-April-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Sao Goncalo,-22.827,-43.054,Subnational,0
18-October-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Manaus,-3.102,-60.025,National,1
29-July-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang and/or Police Militia,Sao Goncalo,-22.827,-43.054,Subnational,1
15-November-2018,Violence against civilians,Attack,Military Forces of Brazil (2016-2018) Military Police,Civilians (Brazil),Sao Paulo - North Zone,-23.474,-46.673,National,0
21-June-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Uberaba,-19.747,-47.937,National,1
08-December-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Rio de Janeiro - West Zone,-22.915,-43.488,Subnational,1
28-February-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Rio de Janeiro - South Zone,-22.966,-43.199,Subnational-National,1
22-July-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Juiz de Fora,-21.763,-43.35,National,2
27-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
13-April-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Macapa,0.039,-51.066,Subnational,1
16-June-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Vicosa,-9.373,-36.243,Subnational,1
01-August-2018,Battles,Armed clash,Police Forces of Brazil (2016-2018),Unidentified Gang and/or Police Militia,Sao Paulo - South Zone,-23.661,-46.701,New media,0
24-March-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang (Brazil),Aracaju,-10.911,-37.072,Subnational,0
08-December-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Nova Friburgo,-22.282,-42.531,National,1
17-August-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Campos dos Goytacazes,-21.763,-41.319,National,0
24-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - Central Zone,-22.906,-43.182,New media,0
28-April-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Angra dos Reis,-23.007,-44.318,New media,0
13-April-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Sao Goncalo,-22.827,-43.054,Subnational,1
29-December-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
06-December-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Guarulhos,-23.463,-46.533,New media,0
25-July-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Sao Goncalo,-22.827,-43.054,Subnational,1
02-January-2018,Strategic developments,Disrupted weapons use,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Campo Grande,-20.443,-54.646,Subnational,0
09-June-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Maceio,-9.666,-35.735,Subnational,1
10-June-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Rio Branco,-9.975,-67.81,Subnational,2
20-February-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Goiania,-16.679,-49.254,Subnational,0
13-March-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Divinopolis,-20.142,-44.889,National,1
05-May-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Macapa,0.039,-51.066,Subnational,1
30-September-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Rio das Flores,-22.169,-43.584,National,1
10-December-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Sao Goncalo,-22.827,-43.054,New media,0
27-June-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Vitoria da Conquista,-14.862,-40.844,National,3
31-July-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang (Brazil),Campo Formoso,-10.511,-40.32,National,1
11-July-2018,Protests,Protest with intervention,Protesters (Brazil),Military Forces of Brazil (2016-2018) Military Police,Rio de Janeiro - West Zone,-22.915,-43.488,National,0
30-March-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Canarana,-13.556,-52.269,National,1
12-April-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Joao Pessoa,-7.115,-34.863,Subnational,1
04-August-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Para de Minas,-19.86,-44.608,National,1
04-December-2018,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Brazil),Civilians (Brazil),Comodoro,-13.641,-59.782,Subnational,0
10-August-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,CV: Red Command,Araguaina,-7.191,-48.207,Subnational,1
30-January-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Jatai,-17.879,-51.722,Subnational-National,1
02-August-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Duque de Caxias,-22.786,-43.312,New media,0
08-September-2018,Violence against civilians,Attack,Police Forces of Brazil (2016-2018),Civilians (Brazil),Canto do Buriti,-8.11,-42.944,National,1
23-November-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Sao Lourenco da Mata,-7.996,-35.039,National,1
23-August-2018,Battles,Armed clash,Police Forces of Brazil (2016-2018),Unidentified Gang and/or Police Militia,Rio de Janeiro - Central Zone,-22.906,-43.182,New media,0
03-July-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Balneario Arroio do Silva,-28.987,-49.414,Subnational,1
23-June-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Viamao,-30.081,-51.023,Subnational,0
26-January-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Manaus,-3.102,-60.025,Subnational,1
18-February-2018,Riots,Mob violence,Rioters (Brazil),Civilians (Brazil),Craibas,-9.617,-36.767,Subnational,0
29-July-2018,Strategic developments,Looting/property destruction,CV: Red Command,Civilians (Brazil),Fortaleza,-3.717,-38.543,National,0
04-June-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,PCC: First Capital Command,Campo Grande,-20.443,-54.646,Subnational,1
26-June-2018,Strategic developments,Looting/property destruction,PCC: First Capital Command,Civilians (Brazil),Eloi Mendes,-21.609,-45.566,National,0
02-May-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Duque de Caxias,-22.786,-43.312,New media,0
21-February-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Paulista,-7.941,-34.873,National,1
31-January-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Recife,-8.054,-34.881,National,1
09-May-2018,Violence against civilians,Abduction/forced disappearance,Unidentified Gang (Brazil),Civilians (Brazil),Franca,-20.54,-47.401,National,0
29-November-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Sao Bento do Sul,-26.248,-49.382,Subnational,2
10-April-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Salvador,-12.971,-38.511,National,0
01-July-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Feira de Santana,-12.267,-38.967,Subnational,0
18-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Duque de Caxias,-22.786,-43.312,New media,0
25-February-2018,Strategic developments,Looting/property destruction,Police Forces of Brazil (2016-2018) Federal Police,Unidentified Gang (Brazil),Ourinhos,-22.977,-49.87,National,0
18-November-2018,Violence against civilians,Sexual violence,Unidentified Armed Group (Brazil),Civilians (Brazil),Valenca,-22.246,-43.707,National,1
03-November-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Arcoverde,-8.417,-37.065,National,1
13-July-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Itapora,-22.079,-54.789,Subnational,1
18-May-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Joao Pessoa,-7.115,-34.863,Subnational,1
25-March-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Uberlandia,-18.919,-48.277,National,1
04-July-2018,Strategic developments,Looting/property destruction,Police Forces of Brazil (2016-2018) Civil Police,Unidentified Gang (Brazil),Campina Grande,-7.231,-35.881,Subnational,0
12-December-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Brasilia,-15.78,-47.93,National,2
16-February-2018,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Brazil),Civilians (Brazil),Pio IX,-6.835,-40.615,Subnational-National,0
24-July-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Santa Rita,-7.114,-34.978,Subnational,1
18-January-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Angra dos Reis,-23.007,-44.318,National,2
02-November-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Aracaju,-10.911,-37.072,National,1
11-May-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Goiania,-16.679,-49.254,Subnational,1
13-July-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Itamaraju,-17.04,-39.529,National,1
31-December-2018,Battles,Armed clash,PCC: First Capital Command,Unidentified Gang (Brazil),Campo Grande,-20.443,-54.646,National,0
28-February-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Dourados,-22.221,-54.806,Subnational,1
13-January-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Sao Luiz,1.014,-60.036,National,1
12-July-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Manaus,-3.102,-60.025,Subnational,1
19-January-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Rio Branco,-9.975,-67.81,Subnational,1
29-October-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Esmeraldas,-19.761,-44.314,National,1
27-August-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Sao Goncalo,-22.827,-43.054,Subnational,5
08-February-2018,Battles,Armed clash,Unidentified Gang (Brazil),Police Forces of Brazil (2016-2018) Civil Police,Cruzeiro,-22.573,-44.971,National,0
17-June-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Manaus,-3.102,-60.025,Subnational,1
30-November-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Sao Bento do Sul,-26.248,-49.382,National,1
06-May-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Jucati,-8.706,-36.489,National,1
22-November-2018,Riots,Mob violence,Rioters (Brazil),Civilians (Brazil),Porto Velho,-8.762,-63.904,Subnational,0
18-March-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Itaborai,-22.744,-42.859,Subnational,1
05-June-2018,Strategic developments,Looting/property destruction,PCC: First Capital Command,Civilians (Brazil),Araxa,-19.593,-46.941,National,0
14-December-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Manaus,-3.102,-60.025,National,1
21-September-2018,Battles,Armed clash,Police Forces of Brazil (2016-2018),Unidentified Gang and/or Police Militia,Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
20-November-2018,Battles,Armed clash,Unidentified Gang (Brazil),Military Forces of Brazil (2016-2018) Military Police,Manaus,-3.102,-60.025,National,0
04-February-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Belford Roxo,-22.764,-43.399,National,0
03-January-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - West Zone,-22.915,-43.488,New media,0
11-June-2018,Strategic developments,Looting/property destruction,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang (Brazil),Itapora,-22.079,-54.789,National,0
05-April-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Santana,-0.037,-51.173,Subnational,1
28-August-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Sao Joao da Barra,-21.64,-41.045,National,1
17-July-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Ipatinga,-19.466,-42.548,National,1
10-April-2018,Riots,Mob violence,Rioters (Brazil),Civilians (Brazil),Sao Luis,-2.53,-44.303,National,1
15-June-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Rio de Janeiro - Central Zone,-22.906,-43.182,New media-National,1
28-August-2018,Riots,Mob violence,Rioters (Brazil),Civilians (Brazil),Recife,-8.054,-34.881,National,0
28-July-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Macapa,0.039,-51.066,Subnational,1
05-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Recife,-8.054,-34.881,Other,1
27-February-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Paudalho,-7.902,-35.172,National,1
13-December-2018,Battles,Armed clash,Police Forces of Brazil (2016-2018) Civil Police,Unidentified Gang and/or Police Militia,Angra dos Reis,-23.007,-44.318,Subnational,0
27-August-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Bento Goncalves,-29.171,-51.519,Subnational,1
29-January-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Olinda,-7.993,-34.866,National,2
16-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
16-September-2018,Violence against civilians,Attack,PCC: First Capital Command,Civilians (Brazil),Guaruja,-23.993,-46.256,National,1
11-May-2018,Strategic developments,Looting/property destruction,Police Forces of Brazil (2016-2018) Federal Police,Unidentified Gang (Brazil),Ponta Pora,-22.536,-55.726,Subnational,0
27-July-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Japeri,-22.643,-43.653,New media,0
27-November-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Parintins,-2.636,-56.72,Subnational,2
23-May-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - West Zone,-22.915,-43.488,New media,0
22-September-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Araujos,-19.949,-45.163,National,1
18-February-2018,Violence against civilians,Attack,Vala Gang,Civilians (Brazil),Serra,-20.129,-40.308,Subnational,1
22-August-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Police Forces of Brazil (2016-2018) Civil Police,Rio de Janeiro - Central Zone,-22.906,-43.182,National,0
02-December-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Manaus,-3.102,-60.025,National,1
02-June-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Barra dos Coqueiros,-10.902,-37.035,National,0
28-February-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Natal,-5.795,-35.209,Subnational,1
10-August-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Porto Alegre,-30.033,-51.23,National,1
30-November-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Teresina,-5.089,-42.802,National,1
19-July-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
14-January-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Lagarto,-10.918,-37.669,National,2
27-November-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Porto Alegre,-30.033,-51.23,National,2
27-November-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Maceio,-9.666,-35.735,Subnational,1
14-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Belford Roxo,-22.764,-43.399,New media,3
22-September-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - West Zone,-22.915,-43.488,National,0
08-April-2018,Violence against civilians,Attack,Military Forces of Brazil (2016-2018) Military Police,Civilians (Brazil),Barbacena,-21.225,-43.773,National,1
15-March-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Caxias do Sul,-29.168,-51.179,National,1
14-March-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Macapa,0.039,-51.066,Subnational,1
29-March-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Cuiaba,-15.596,-56.097,National,0
29-June-2018,Violence against civilians,Attack,Military Forces of Brazil (2016-2018) UPP: Pacifying Police Unit,Civilians (Venezuela),Boa Vista,2.82,-60.673,National,0
24-July-2018,Riots,Violent demonstration,Rioters (Brazil),Rioters (Brazil),Laranjeiras,-10.806,-37.17,Subnational,0
04-October-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Manaus,-3.102,-60.025,Subnational,1
27-August-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang (Brazil),Bela Vista de Goias,-16.969,-48.951,National,2
24-October-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Jaguaquara,-13.53,-39.97,National,3
18-August-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
20-July-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Santos,-23.961,-46.334,New media-National,0
19-May-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Bataguassu,-21.72,-52.429,Subnational,0
20-December-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Niteroi,-22.883,-43.104,Subnational,0
29-May-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Goiania,-16.679,-49.254,Subnational,2
28-October-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Araucaria,-25.589,-49.4,Subnational,1
26-December-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Niteroi,-22.883,-43.104,New media,0
12-November-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Cabo Frio,-22.887,-42.026,National,2
16-November-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Porto Alegre,-30.033,-51.23,Subnational,2
18-March-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Jijoca de Jericoacoara,-2.899,-40.451,National,1
23-February-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,National,1
06-April-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Petrolina,-9.389,-40.503,National,1
27-July-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Rio de Janeiro - West Zone,-22.915,-43.488,National,0
16-September-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
14-January-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Manaus,-3.102,-60.025,National,1
16-August-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Manaus,-3.102,-60.025,National,1
17-April-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Queimados,-22.716,-43.555,National,0
09-December-2018,Riots,Violent demonstration,Rioters (Brazil),Military Forces of Brazil (2016-2018) Military Police,Porto Alegre,-30.033,-51.23,Subnational,0
24-November-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Maranguape,-3.891,-38.686,Subnational,1
25-June-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Salvador,-12.971,-38.511,National,1
18-February-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Rio de Janeiro - North Zone,-22.857,-43.301,National,1
23-June-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Santo Andre,-23.664,-46.538,National,1
03-January-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Police Forces of Brazil (2016-2018),Campo Grande,-20.443,-54.646,Subnational,0
29-September-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Goiania,-16.679,-49.254,Subnational,1
06-November-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Natal,-5.795,-35.209,National,1
08-August-2018,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Gang (Brazil),Civilians (Brazil),Ibiuna,-23.656,-47.223,National-International,0
07-December-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Joinville,-26.304,-48.844,Subnational,1
05-February-2018,Strategic developments,Looting/property destruction,Police Forces of Brazil (2016-2018) Federal Police,Unidentified Gang (Brazil),Sidrolandia,-20.932,-54.961,Subnational,0
20-June-2018,Strategic developments,Looting/property destruction,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang (Brazil),Figueirao,-18.678,-53.638,Subnational,0
18-May-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Feira de Santana,-12.267,-38.967,Subnational,1
20-June-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Rio de Janeiro - North Zone,-22.857,-43.301,National,0
28-October-2018,Riots,Mob violence,Rioters (Brazil),Rioters (Brazil),Boa Vista,2.82,-60.673,National,0
25-January-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Miradouro,-20.89,-42.342,National,1
29-August-2018,Battles,Armed clash,Police Forces of Brazil (2016-2018) Federal Police,Unidentified Gang and/or Police Militia,Sao Goncalo,-22.827,-43.054,Subnational-International,2
14-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
15-December-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Sao Goncalo,-22.827,-43.054,New media,0
18-October-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Araguaina,-7.191,-48.207,Subnational,1
01-September-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Porto Velho,-8.762,-63.904,Subnational,1
12-March-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Cabo Frio,-22.887,-42.026,National,0
